date_ligne_commande,id_article,ref_article,quantite
2024-03-04,3,REF003,35
2024-03-04,4,REF004,35
2024-03-04,4,REF004,8
2024-03-04,5,REF005,52
2024-03-04,5,REF005,88
2024-03-04,5,REF005,11
2024-03-04,6,REF006,46
2024-03-04,6,REF006,47
2024-03-04,7,REF007,27
2024-03-04,7,REF007,68
2024-03-04,7,REF007,51
2024-03-04,7,REF007,97
2024-03-04,8,REF008,64
2024-03-04,8,REF008,57
2024-03-04,8,REF008,72
2024-03-04,8,REF008,50
2024-03-04,9,REF009,28
2024-03-04,9,REF009,49
2024-03-04,10,REF010,3
2024-03-04,10,REF010,61
2024-03-04,11,REF011,80
2024-03-04,11,REF011,54
2024-03-04,11,REF011,39
2024-03-04,12,REF012,70
2024-03-04,12,REF012,30
2024-03-04,13,REF013,44
2024-03-04,13,REF013,91
2024-03-04,13,REF013,2
2024-03-04,13,REF013,18
2024-03-04,13,REF013,60
2024-03-04,14,REF014,43
2024-03-04,14,REF014,83
2024-03-04,14,REF014,96
2024-03-04,14,REF014,13
2024-03-04,15,REF015,77
2024-03-04,15,REF015,63
2024-03-04,15,REF015,49
2024-03-04,15,REF015,85
2024-03-04,15,REF015,52
2024-03-04,15,REF015,70
2024-03-04,16,REF016,9
2024-03-04,16,REF016,59
2024-03-04,17,REF017,39
2024-03-04,17,REF017,43
2024-03-04,17,REF017,32
2024-03-04,18,REF018,41
2024-03-04,18,REF018,79
2024-03-04,18,REF018,4
2024-03-04,19,REF019,45
2024-03-04,19,REF019,72
2024-03-04,19,REF019,4
2024-03-04,19,REF019,85
2024-03-04,20,REF020,2
2024-03-04,20,REF020,37
2024-03-04,20,REF020,27
2024-03-04,20,REF020,77
2024-03-05,1,REF001,1
2024-03-05,2,REF002,76
2024-03-05,2,REF002,54
2024-03-05,2,REF002,29
2024-03-05,2,REF002,58
2024-03-05,2,REF002,45
2024-03-05,3,REF003,99
2024-03-05,3,REF003,29
2024-03-05,4,REF004,77
2024-03-05,5,REF005,87
2024-03-05,5,REF005,38
2024-03-05,5,REF005,96
2024-03-05,6,REF006,38
2024-03-05,6,REF006,85
2024-03-05,7,REF007,64
2024-03-05,7,REF007,43
2024-03-05,8,REF008,30
2024-03-05,8,REF008,69
2024-03-05,8,REF008,54
2024-03-05,9,REF009,65
2024-03-05,9,REF009,11
2024-03-05,9,REF009,75
2024-03-05,9,REF009,43
2024-03-05,10,REF010,90
2024-03-05,10,REF010,79
2024-03-05,10,REF010,28
2024-03-05,10,REF010,32
2024-03-05,11,REF011,46
2024-03-05,11,REF011,63
2024-03-05,12,REF012,37
2024-03-05,12,REF012,39
2024-03-05,13,REF013,75
2024-03-05,13,REF013,83
2024-03-05,13,REF013,64
2024-03-05,13,REF013,83
2024-03-05,13,REF013,88
2024-03-05,13,REF013,73
2024-03-05,13,REF013,74
2024-03-05,14,REF014,39
2024-03-05,14,REF014,36
2024-03-05,15,REF015,80
2024-03-05,15,REF015,53
2024-03-05,15,REF015,11
2024-03-05,15,REF015,87
2024-03-05,16,REF016,8
2024-03-05,16,REF016,42
2024-03-05,16,REF016,42
2024-03-05,16,REF016,92
2024-03-05,17,REF017,30
2024-03-05,18,REF018,29
2024-03-05,18,REF018,3
2024-03-05,19,REF019,81
2024-03-05,19,REF019,17
2024-03-05,19,REF019,53
2024-03-05,19,REF019,95
2024-03-05,20,REF020,40
2024-03-05,20,REF020,22
2024-03-05,20,REF020,59
2024-03-06,1,REF001,36
2024-03-06,1,REF001,69
2024-03-06,1,REF001,94
2024-03-06,2,REF002,25
2024-03-06,2,REF002,85
2024-03-06,3,REF003,11
2024-03-06,3,REF003,50
2024-03-06,4,REF004,70
2024-03-06,4,REF004,35
2024-03-06,4,REF004,66
2024-03-06,4,REF004,7
2024-03-06,5,REF005,54
2024-03-06,5,REF005,80
2024-03-06,5,REF005,46
2024-03-06,6,REF006,9
2024-03-06,6,REF006,17
2024-03-06,6,REF006,25
2024-03-06,6,REF006,52
2024-03-06,7,REF007,41
2024-03-06,7,REF007,72
2024-03-06,7,REF007,4
2024-03-06,8,REF008,24
2024-03-06,8,REF008,41
2024-03-06,9,REF009,95
2024-03-06,9,REF009,6
2024-03-06,9,REF009,40
2024-03-06,9,REF009,73
2024-03-06,10,REF010,80
2024-03-06,10,REF010,32
2024-03-06,10,REF010,34
2024-03-06,10,REF010,22
2024-03-06,11,REF011,47
2024-03-06,11,REF011,64
2024-03-06,11,REF011,100
2024-03-06,11,REF011,20
2024-03-06,11,REF011,92
2024-03-06,11,REF011,78
2024-03-06,11,REF011,58
2024-03-06,11,REF011,4
2024-03-06,12,REF012,15
2024-03-06,12,REF012,96
2024-03-06,12,REF012,21
2024-03-06,13,REF013,71
2024-03-06,13,REF013,49
2024-03-06,13,REF013,92
2024-03-06,13,REF013,15
2024-03-06,13,REF013,94
2024-03-06,13,REF013,20
2024-03-06,14,REF014,89
2024-03-06,14,REF014,80
2024-03-06,14,REF014,46
2024-03-06,14,REF014,28
2024-03-06,15,REF015,46
2024-03-06,15,REF015,29
2024-03-06,15,REF015,78
2024-03-06,15,REF015,48
2024-03-06,16,REF016,11
2024-03-06,16,REF016,54
2024-03-06,16,REF016,45
2024-03-06,17,REF017,9
2024-03-06,17,REF017,21
2024-03-06,17,REF017,69
2024-03-06,17,REF017,12
2024-03-06,17,REF017,20
2024-03-06,17,REF017,38
2024-03-06,17,REF017,63
2024-03-06,18,REF018,51
2024-03-06,18,REF018,38
2024-03-06,18,REF018,75
2024-03-06,19,REF019,15
2024-03-06,19,REF019,87
2024-03-06,19,REF019,71
2024-03-06,19,REF019,2
2024-03-06,20,REF020,98
2024-03-06,20,REF020,68
2024-03-07,1,REF001,61
2024-03-07,2,REF002,21
2024-03-07,2,REF002,51
2024-03-07,2,REF002,97
2024-03-07,3,REF003,10
2024-03-07,4,REF004,53
2024-03-07,5,REF005,67
2024-03-07,5,REF005,58
2024-03-07,5,REF005,49
2024-03-07,5,REF005,95
2024-03-07,5,REF005,61
2024-03-07,6,REF006,28
2024-03-07,6,REF006,73
2024-03-07,7,REF007,28
2024-03-07,8,REF008,17
2024-03-07,8,REF008,76
2024-03-07,8,REF008,42
2024-03-07,9,REF009,24
2024-03-07,9,REF009,66
2024-03-07,9,REF009,52
2024-03-07,10,REF010,69
2024-03-07,10,REF010,34
2024-03-07,10,REF010,4
2024-03-07,10,REF010,45
2024-03-07,11,REF011,40
2024-03-07,11,REF011,39
2024-03-07,11,REF011,74
2024-03-07,12,REF012,8
2024-03-07,12,REF012,30
2024-03-07,12,REF012,60
2024-03-07,12,REF012,72
2024-03-07,14,REF014,87
2024-03-07,15,REF015,100
2024-03-07,15,REF015,34
2024-03-07,15,REF015,97
2024-03-07,15,REF015,74
2024-03-07,15,REF015,69
2024-03-07,16,REF016,51
2024-03-07,17,REF017,94
2024-03-07,17,REF017,66
2024-03-07,17,REF017,2
2024-03-07,18,REF018,94
2024-03-07,18,REF018,94
2024-03-07,18,REF018,43
2024-03-07,19,REF019,94
2024-03-07,19,REF019,32
2024-03-07,19,REF019,7
2024-03-07,19,REF019,65
2024-03-07,19,REF019,8
2024-03-07,19,REF019,52
2024-03-07,19,REF019,95
2024-03-07,20,REF020,98
2024-03-07,20,REF020,83
2024-03-08,1,REF001,4
2024-03-08,1,REF001,34
2024-03-08,1,REF001,12
2024-03-08,1,REF001,19
2024-03-08,2,REF002,65
2024-03-08,2,REF002,61
2024-03-08,2,REF002,14
2024-03-08,2,REF002,19
2024-03-08,3,REF003,89
2024-03-08,5,REF005,22
2024-03-08,5,REF005,48
2024-03-08,6,REF006,27
2024-03-08,6,REF006,67
2024-03-08,6,REF006,83
2024-03-08,6,REF006,47
2024-03-08,7,REF007,41
2024-03-08,7,REF007,37
2024-03-08,8,REF008,48
2024-03-08,8,REF008,7
2024-03-08,8,REF008,99
2024-03-08,8,REF008,59
2024-03-08,9,REF009,59
2024-03-08,9,REF009,19
2024-03-08,9,REF009,5
2024-03-08,9,REF009,82
2024-03-08,11,REF011,88
2024-03-08,11,REF011,29
2024-03-08,12,REF012,26
2024-03-08,12,REF012,53
2024-03-08,12,REF012,34
2024-03-08,12,REF012,82
2024-03-08,13,REF013,14
2024-03-08,13,REF013,98
2024-03-08,14,REF014,64
2024-03-08,14,REF014,32
2024-03-08,14,REF014,21
2024-03-08,14,REF014,36
2024-03-08,15,REF015,80
2024-03-08,16,REF016,19
2024-03-08,16,REF016,9
2024-03-08,16,REF016,80
2024-03-08,18,REF018,31
2024-03-08,18,REF018,79
2024-03-08,18,REF018,26
2024-03-08,20,REF020,38
2024-03-08,20,REF020,33
2024-03-09,1,REF001,43
2024-03-09,2,REF002,71
2024-03-09,2,REF002,54
2024-03-09,2,REF002,84
2024-03-09,3,REF003,96
2024-03-09,3,REF003,48
2024-03-09,3,REF003,76
2024-03-09,3,REF003,27
2024-03-09,4,REF004,17
2024-03-09,4,REF004,53
2024-03-09,5,REF005,40
2024-03-09,6,REF006,88
2024-03-09,6,REF006,90
2024-03-09,6,REF006,36
2024-03-09,7,REF007,10
2024-03-09,8,REF008,79
2024-03-09,8,REF008,28
2024-03-09,8,REF008,44
2024-03-09,8,REF008,85
2024-03-09,10,REF010,15
2024-03-09,10,REF010,57
2024-03-09,10,REF010,53
2024-03-09,10,REF010,77
2024-03-09,11,REF011,78
2024-03-09,12,REF012,32
2024-03-09,12,REF012,23
2024-03-09,12,REF012,4
2024-03-09,12,REF012,56
2024-03-09,13,REF013,6
2024-03-09,13,REF013,11
2024-03-09,13,REF013,48
2024-03-09,13,REF013,93
2024-03-09,13,REF013,5
2024-03-09,14,REF014,12
2024-03-09,14,REF014,44
2024-03-09,14,REF014,60
2024-03-09,14,REF014,15
2024-03-09,15,REF015,14
2024-03-09,15,REF015,9
2024-03-09,16,REF016,15
2024-03-09,16,REF016,84
2024-03-09,16,REF016,82
2024-03-09,16,REF016,39
2024-03-09,17,REF017,76
2024-03-09,17,REF017,88
2024-03-09,17,REF017,34
2024-03-09,18,REF018,76
2024-03-09,19,REF019,53
2024-03-09,19,REF019,21
2024-03-09,19,REF019,82
2024-03-09,19,REF019,65
2024-03-09,20,REF020,37
2024-03-09,20,REF020,75
2024-03-09,20,REF020,18
2024-03-09,20,REF020,42
2024-03-10,1,REF001,77
2024-03-10,1,REF001,30
2024-03-10,1,REF001,23
2024-03-10,1,REF001,74
2024-03-10,2,REF002,63
2024-03-10,2,REF002,7
2024-03-10,2,REF002,23
2024-03-10,2,REF002,37
2024-03-10,2,REF002,23
2024-03-10,3,REF003,50
2024-03-10,3,REF003,82
2024-03-10,5,REF005,46
2024-03-10,5,REF005,61
2024-03-10,6,REF006,54
2024-03-10,6,REF006,71
2024-03-10,6,REF006,69
2024-03-10,7,REF007,50
2024-03-10,7,REF007,1
2024-03-10,8,REF008,41
2024-03-10,8,REF008,90
2024-03-10,8,REF008,96
2024-03-10,8,REF008,92
2024-03-10,8,REF008,5
2024-03-10,8,REF008,77
2024-03-10,9,REF009,23
2024-03-10,9,REF009,45
2024-03-10,9,REF009,30
2024-03-10,10,REF010,96
2024-03-10,10,REF010,37
2024-03-10,10,REF010,59
2024-03-10,10,REF010,6
2024-03-10,10,REF010,83
2024-03-10,11,REF011,39
2024-03-10,11,REF011,83
2024-03-10,12,REF012,64
2024-03-10,12,REF012,32
2024-03-10,12,REF012,85
2024-03-10,12,REF012,51
2024-03-10,12,REF012,36
2024-03-10,13,REF013,6
2024-03-10,14,REF014,77
2024-03-10,14,REF014,26
2024-03-10,15,REF015,68
2024-03-10,15,REF015,45
2024-03-10,15,REF015,10
2024-03-10,15,REF015,18
2024-03-10,16,REF016,88
2024-03-10,16,REF016,43
2024-03-10,17,REF017,34
2024-03-10,17,REF017,7
2024-03-10,17,REF017,47
2024-03-10,17,REF017,6
2024-03-10,17,REF017,66
2024-03-10,18,REF018,37
2024-03-10,19,REF019,25
2024-03-10,20,REF020,45
2024-03-10,20,REF020,62
2024-03-11,2,REF002,13
2024-03-11,2,REF002,75
2024-03-11,3,REF003,9
2024-03-11,3,REF003,8
2024-03-11,3,REF003,85
2024-03-11,3,REF003,13
2024-03-11,4,REF004,61
2024-03-11,4,REF004,88
2024-03-11,4,REF004,41
2024-03-11,4,REF004,92
2024-03-11,4,REF004,44
2024-03-11,4,REF004,39
2024-03-11,5,REF005,90
2024-03-11,5,REF005,59
2024-03-11,5,REF005,14
2024-03-11,6,REF006,58
2024-03-11,6,REF006,60
2024-03-11,7,REF007,95
2024-03-11,7,REF007,20
2024-03-11,8,REF008,35
2024-03-11,8,REF008,78
2024-03-11,8,REF008,24
2024-03-11,9,REF009,92
2024-03-11,9,REF009,11
2024-03-11,10,REF010,63
2024-03-11,10,REF010,36
2024-03-11,10,REF010,98
2024-03-11,10,REF010,10
2024-03-11,10,REF010,57
2024-03-11,10,REF010,95
2024-03-11,11,REF011,71
2024-03-11,11,REF011,69
2024-03-11,11,REF011,88
2024-03-11,11,REF011,79
2024-03-11,11,REF011,54
2024-03-11,12,REF012,83
2024-03-11,13,REF013,95
2024-03-11,13,REF013,98
2024-03-11,14,REF014,10
2024-03-11,15,REF015,91
2024-03-11,15,REF015,87
2024-03-11,16,REF016,30
2024-03-11,16,REF016,94
2024-03-11,16,REF016,87
2024-03-11,16,REF016,52
2024-03-11,17,REF017,98
2024-03-11,17,REF017,40
2024-03-11,17,REF017,28
2024-03-11,17,REF017,41
2024-03-11,18,REF018,57
2024-03-11,18,REF018,17
2024-03-11,18,REF018,59
2024-03-11,18,REF018,78
2024-03-11,19,REF019,25
2024-03-11,19,REF019,32
2024-03-11,19,REF019,3
2024-03-11,19,REF019,89
2024-03-11,20,REF020,95
2024-03-12,1,REF001,18
2024-03-12,1,REF001,52
2024-03-12,2,REF002,17
2024-03-12,2,REF002,40
2024-03-12,2,REF002,45
2024-03-12,2,REF002,76
2024-03-12,2,REF002,31
2024-03-12,3,REF003,84
2024-03-12,3,REF003,57
2024-03-12,3,REF003,81
2024-03-12,4,REF004,41
2024-03-12,6,REF006,5
2024-03-12,6,REF006,17
2024-03-12,7,REF007,29
2024-03-12,7,REF007,43
2024-03-12,8,REF008,27
2024-03-12,9,REF009,7
2024-03-12,10,REF010,7
2024-03-12,10,REF010,61
2024-03-12,10,REF010,75
2024-03-12,10,REF010,41
2024-03-12,10,REF010,35
2024-03-12,11,REF011,100
2024-03-12,11,REF011,8
2024-03-12,11,REF011,5
2024-03-12,11,REF011,77
2024-03-12,14,REF014,32
2024-03-12,14,REF014,73
2024-03-12,14,REF014,35
2024-03-12,14,REF014,9
2024-03-12,14,REF014,24
2024-03-12,15,REF015,40
2024-03-12,15,REF015,65
2024-03-12,16,REF016,38
2024-03-12,16,REF016,57
2024-03-12,16,REF016,71
2024-03-12,16,REF016,83
2024-03-12,17,REF017,23
2024-03-12,17,REF017,34
2024-03-12,18,REF018,77
2024-03-12,18,REF018,45
2024-03-12,18,REF018,1
2024-03-12,18,REF018,41
2024-03-12,20,REF020,62
2024-03-12,20,REF020,83
2024-03-13,1,REF001,100
2024-03-13,1,REF001,37
2024-03-13,1,REF001,48
2024-03-13,1,REF001,74
2024-03-13,1,REF001,80
2024-03-13,1,REF001,9
2024-03-13,2,REF002,82
2024-03-13,2,REF002,29
2024-03-13,3,REF003,75
2024-03-13,3,REF003,68
2024-03-13,3,REF003,49
2024-03-13,4,REF004,45
2024-03-13,4,REF004,4
2024-03-13,5,REF005,71
2024-03-13,5,REF005,20
2024-03-13,6,REF006,61
2024-03-13,6,REF006,100
2024-03-13,7,REF007,95
2024-03-13,7,REF007,8
2024-03-13,7,REF007,44
2024-03-13,8,REF008,60
2024-03-13,9,REF009,3
2024-03-13,9,REF009,49
2024-03-13,9,REF009,81
2024-03-13,9,REF009,73
2024-03-13,10,REF010,39
2024-03-13,10,REF010,1
2024-03-13,11,REF011,28
2024-03-13,11,REF011,53
2024-03-13,12,REF012,53
2024-03-13,13,REF013,80
2024-03-13,13,REF013,44
2024-03-13,13,REF013,9
2024-03-13,15,REF015,51
2024-03-13,15,REF015,85
2024-03-13,15,REF015,17
2024-03-13,16,REF016,80
2024-03-13,16,REF016,14
2024-03-13,16,REF016,73
2024-03-13,16,REF016,67
2024-03-13,17,REF017,53
2024-03-13,17,REF017,34
2024-03-13,17,REF017,45
2024-03-13,17,REF017,27
2024-03-13,17,REF017,11
2024-03-13,17,REF017,40
2024-03-13,17,REF017,43
2024-03-13,18,REF018,9
2024-03-13,18,REF018,76
2024-03-13,18,REF018,85
2024-03-13,19,REF019,65
2024-03-13,20,REF020,73
2024-03-14,1,REF001,57
2024-03-14,1,REF001,95
2024-03-14,1,REF001,71
2024-03-14,2,REF002,52
2024-03-14,2,REF002,33
2024-03-14,2,REF002,82
2024-03-14,3,REF003,21
2024-03-14,3,REF003,31
2024-03-14,3,REF003,10
2024-03-14,5,REF005,77
2024-03-14,5,REF005,61
2024-03-14,6,REF006,21
2024-03-14,6,REF006,58
2024-03-14,6,REF006,66
2024-03-14,7,REF007,78
2024-03-14,7,REF007,52
2024-03-14,7,REF007,87
2024-03-14,8,REF008,4
2024-03-14,8,REF008,65
2024-03-14,9,REF009,4
2024-03-14,9,REF009,95
2024-03-14,9,REF009,58
2024-03-14,10,REF010,65
2024-03-14,11,REF011,77
2024-03-14,11,REF011,34
2024-03-14,12,REF012,44
2024-03-14,12,REF012,39
2024-03-14,12,REF012,38
2024-03-14,13,REF013,59
2024-03-14,13,REF013,18
2024-03-14,14,REF014,45
2024-03-14,14,REF014,70
2024-03-14,14,REF014,5
2024-03-14,14,REF014,57
2024-03-14,14,REF014,39
2024-03-14,14,REF014,53
2024-03-14,15,REF015,35
2024-03-14,15,REF015,25
2024-03-14,15,REF015,66
2024-03-14,15,REF015,54
2024-03-14,15,REF015,81
2024-03-14,15,REF015,41
2024-03-14,15,REF015,45
2024-03-14,16,REF016,8
2024-03-14,16,REF016,89
2024-03-14,17,REF017,70
2024-03-14,18,REF018,54
2024-03-14,19,REF019,7
2024-03-14,19,REF019,37
2024-03-15,1,REF001,36
2024-03-15,1,REF001,39
2024-03-15,1,REF001,2
2024-03-15,1,REF001,73
2024-03-15,2,REF002,15
2024-03-15,2,REF002,58
2024-03-15,3,REF003,80
2024-03-15,5,REF005,27
2024-03-15,5,REF005,96
2024-03-15,6,REF006,6
2024-03-15,6,REF006,61
2024-03-15,6,REF006,16
2024-03-15,7,REF007,62
2024-03-15,7,REF007,68
2024-03-15,7,REF007,62
2024-03-15,7,REF007,4
2024-03-15,8,REF008,71
2024-03-15,8,REF008,45
2024-03-15,8,REF008,40
2024-03-15,9,REF009,90
2024-03-15,9,REF009,6
2024-03-15,10,REF010,60
2024-03-15,11,REF011,59
2024-03-15,11,REF011,42
2024-03-15,11,REF011,13
2024-03-15,11,REF011,86
2024-03-15,11,REF011,9
2024-03-15,11,REF011,28
2024-03-15,12,REF012,35
2024-03-15,12,REF012,26
2024-03-15,12,REF012,60
2024-03-15,12,REF012,86
2024-03-15,13,REF013,11
2024-03-15,13,REF013,83
2024-03-15,14,REF014,83
2024-03-15,14,REF014,84
2024-03-15,14,REF014,89
2024-03-15,15,REF015,46
2024-03-15,16,REF016,54
2024-03-15,17,REF017,10
2024-03-15,17,REF017,18
2024-03-15,17,REF017,10
2024-03-15,18,REF018,10
2024-03-15,18,REF018,21
2024-03-15,18,REF018,69
2024-03-15,18,REF018,30
2024-03-15,19,REF019,45
2024-03-15,19,REF019,39
2024-03-15,19,REF019,21
2024-03-15,19,REF019,64
2024-03-15,19,REF019,94
2024-03-15,19,REF019,40
2024-03-15,19,REF019,1
2024-03-15,19,REF019,62
2024-03-15,20,REF020,32
2024-03-15,20,REF020,3
2024-03-15,20,REF020,9
2024-03-15,20,REF020,35
2024-03-15,20,REF020,41
2024-03-16,1,REF001,55
2024-03-16,1,REF001,25
2024-03-16,1,REF001,33
2024-03-16,1,REF001,64
2024-03-16,1,REF001,24
2024-03-16,2,REF002,65
2024-03-16,2,REF002,61
2024-03-16,2,REF002,1
2024-03-16,4,REF004,38
2024-03-16,4,REF004,26
2024-03-16,5,REF005,69
2024-03-16,5,REF005,38
2024-03-16,5,REF005,15
2024-03-16,5,REF005,86
2024-03-16,6,REF006,88
2024-03-16,7,REF007,55
2024-03-16,7,REF007,12
2024-03-16,8,REF008,23
2024-03-16,8,REF008,24
2024-03-16,9,REF009,52
2024-03-16,9,REF009,87
2024-03-16,10,REF010,90
2024-03-16,10,REF010,1
2024-03-16,10,REF010,84
2024-03-16,10,REF010,90
2024-03-16,10,REF010,21
2024-03-16,11,REF011,79
2024-03-16,11,REF011,90
2024-03-16,11,REF011,53
2024-03-16,12,REF012,70
2024-03-16,12,REF012,82
2024-03-16,12,REF012,49
2024-03-16,13,REF013,91
2024-03-16,13,REF013,19
2024-03-16,13,REF013,40
2024-03-16,14,REF014,49
2024-03-16,14,REF014,27
2024-03-16,14,REF014,58
2024-03-16,15,REF015,55
2024-03-16,15,REF015,40
2024-03-16,15,REF015,75
2024-03-16,15,REF015,3
2024-03-16,15,REF015,66
2024-03-16,15,REF015,93
2024-03-16,16,REF016,33
2024-03-16,17,REF017,7
2024-03-16,18,REF018,73
2024-03-16,18,REF018,99
2024-03-16,19,REF019,87
2024-03-16,19,REF019,10
2024-03-16,19,REF019,33
2024-03-16,19,REF019,38
2024-03-16,19,REF019,72
2024-03-16,20,REF020,86
2024-03-17,1,REF001,71
2024-03-17,1,REF001,32
2024-03-17,1,REF001,88
2024-03-17,1,REF001,12
2024-03-17,1,REF001,71
2024-03-17,2,REF002,49
2024-03-17,3,REF003,96
2024-03-17,4,REF004,85
2024-03-17,4,REF004,16
2024-03-17,4,REF004,65
2024-03-17,5,REF005,4
2024-03-17,5,REF005,100
2024-03-17,5,REF005,47
2024-03-17,6,REF006,92
2024-03-17,7,REF007,83
2024-03-17,7,REF007,68
2024-03-17,8,REF008,66
2024-03-17,8,REF008,50
2024-03-17,10,REF010,66
2024-03-17,10,REF010,83
2024-03-17,11,REF011,53
2024-03-17,11,REF011,44
2024-03-17,11,REF011,51
2024-03-17,12,REF012,79
2024-03-17,12,REF012,25
2024-03-17,12,REF012,18
2024-03-17,12,REF012,73
2024-03-17,12,REF012,34
2024-03-17,12,REF012,89
2024-03-17,12,REF012,25
2024-03-17,13,REF013,94
2024-03-17,13,REF013,4
2024-03-17,13,REF013,89
2024-03-17,13,REF013,71
2024-03-17,15,REF015,80
2024-03-17,15,REF015,57
2024-03-17,15,REF015,47
2024-03-17,16,REF016,56
2024-03-17,16,REF016,75
2024-03-17,16,REF016,47
2024-03-17,16,REF016,72
2024-03-17,17,REF017,24
2024-03-17,17,REF017,2
2024-03-17,17,REF017,23
2024-03-17,18,REF018,78
2024-03-17,18,REF018,70
2024-03-17,18,REF018,82
2024-03-17,19,REF019,63
2024-03-17,19,REF019,41
2024-03-17,20,REF020,32
2024-03-17,20,REF020,9
2024-03-18,1,REF001,73
2024-03-18,1,REF001,58
2024-03-18,1,REF001,88
2024-03-18,1,REF001,13
2024-03-18,1,REF001,13
2024-03-18,1,REF001,90
2024-03-18,2,REF002,22
2024-03-18,2,REF002,46
2024-03-18,4,REF004,84
2024-03-18,4,REF004,43
2024-03-18,4,REF004,17
2024-03-18,4,REF004,56
2024-03-18,5,REF005,47
2024-03-18,5,REF005,12
2024-03-18,5,REF005,36
2024-03-18,5,REF005,49
2024-03-18,6,REF006,27
2024-03-18,6,REF006,40
2024-03-18,6,REF006,83
2024-03-18,7,REF007,7
2024-03-18,7,REF007,61
2024-03-18,8,REF008,28
2024-03-18,8,REF008,87
2024-03-18,8,REF008,22
2024-03-18,8,REF008,87
2024-03-18,8,REF008,81
2024-03-18,9,REF009,70
2024-03-18,9,REF009,88
2024-03-18,9,REF009,2
2024-03-18,10,REF010,25
2024-03-18,11,REF011,62
2024-03-18,12,REF012,19
2024-03-18,12,REF012,62
2024-03-18,12,REF012,27
2024-03-18,13,REF013,1
2024-03-18,13,REF013,7
2024-03-18,13,REF013,100
2024-03-18,14,REF014,87
2024-03-18,14,REF014,84
2024-03-18,15,REF015,95
2024-03-18,16,REF016,91
2024-03-18,16,REF016,46
2024-03-18,16,REF016,70
2024-03-18,18,REF018,85
2024-03-18,20,REF020,19
2024-03-18,20,REF020,71
2024-03-19,1,REF001,11
2024-03-19,1,REF001,99
2024-03-19,1,REF001,1
2024-03-19,2,REF002,12
2024-03-19,2,REF002,11
2024-03-19,3,REF003,33
2024-03-19,5,REF005,58
2024-03-19,5,REF005,72
2024-03-19,5,REF005,58
2024-03-19,5,REF005,87
2024-03-19,5,REF005,67
2024-03-19,6,REF006,48
2024-03-19,6,REF006,91
2024-03-19,6,REF006,32
2024-03-19,6,REF006,16
2024-03-19,7,REF007,39
2024-03-19,7,REF007,56
2024-03-19,7,REF007,79
2024-03-19,8,REF008,34
2024-03-19,8,REF008,40
2024-03-19,8,REF008,91
2024-03-19,9,REF009,4
2024-03-19,9,REF009,15
2024-03-19,9,REF009,27
2024-03-19,9,REF009,91
2024-03-19,10,REF010,34
2024-03-19,11,REF011,65
2024-03-19,11,REF011,39
2024-03-19,11,REF011,96
2024-03-19,12,REF012,86
2024-03-19,12,REF012,69
2024-03-19,13,REF013,90
2024-03-19,13,REF013,13
2024-03-19,13,REF013,36
2024-03-19,13,REF013,52
2024-03-19,14,REF014,86
2024-03-19,14,REF014,82
2024-03-19,15,REF015,84
2024-03-19,15,REF015,81
2024-03-19,15,REF015,44
2024-03-19,15,REF015,35
2024-03-19,15,REF015,32
2024-03-19,15,REF015,21
2024-03-19,15,REF015,12
2024-03-19,15,REF015,95
2024-03-19,15,REF015,67
2024-03-19,16,REF016,44
2024-03-19,16,REF016,45
2024-03-19,16,REF016,53
2024-03-19,16,REF016,63
2024-03-19,17,REF017,72
2024-03-19,17,REF017,61
2024-03-19,17,REF017,25
2024-03-19,17,REF017,60
2024-03-19,17,REF017,59
2024-03-19,18,REF018,17
2024-03-19,18,REF018,57
2024-03-19,18,REF018,50
2024-03-19,18,REF018,12
2024-03-19,18,REF018,82
2024-03-19,18,REF018,27
2024-03-19,19,REF019,51
2024-03-19,19,REF019,35
2024-03-19,20,REF020,72
2024-03-20,1,REF001,15
2024-03-20,1,REF001,94
2024-03-20,2,REF002,93
2024-03-20,2,REF002,57
2024-03-20,2,REF002,88
2024-03-20,2,REF002,9
2024-03-20,2,REF002,29
2024-03-20,2,REF002,40
2024-03-20,3,REF003,53
2024-03-20,4,REF004,45
2024-03-20,4,REF004,75
2024-03-20,4,REF004,4
2024-03-20,4,REF004,41
2024-03-20,5,REF005,22
2024-03-20,5,REF005,34
2024-03-20,5,REF005,72
2024-03-20,6,REF006,78
2024-03-20,6,REF006,24
2024-03-20,6,REF006,40
2024-03-20,7,REF007,78
2024-03-20,8,REF008,49
2024-03-20,9,REF009,90
2024-03-20,10,REF010,62
2024-03-20,10,REF010,58
2024-03-20,10,REF010,5
2024-03-20,11,REF011,61
2024-03-20,12,REF012,46
2024-03-20,12,REF012,19
2024-03-20,13,REF013,60
2024-03-20,13,REF013,29
2024-03-20,13,REF013,34
2024-03-20,14,REF014,81
2024-03-20,16,REF016,1
2024-03-20,16,REF016,81
2024-03-20,17,REF017,74
2024-03-20,17,REF017,94
2024-03-20,17,REF017,81
2024-03-20,18,REF018,19
2024-03-20,19,REF019,88
2024-03-20,19,REF019,24
2024-03-20,20,REF020,7
2024-03-20,20,REF020,46
2024-03-20,20,REF020,95
2024-03-21,1,REF001,69
2024-03-21,1,REF001,93
2024-03-21,1,REF001,25
2024-03-21,1,REF001,88
2024-03-21,2,REF002,96
2024-03-21,2,REF002,42
2024-03-21,2,REF002,70
2024-03-21,2,REF002,53
2024-03-21,3,REF003,97
2024-03-21,3,REF003,14
